tweet_text,sentiment_predict
O pai que alimenta o filho com hambúrguer todos os dias https://t.co/WAJjz1vpkD #G1 https://t.co/srqUMY8Kfy,1
Beber em excesso afeta homens e mulheres de formas diferentes. https://t.co/IRbPfsHhLG https://t.co/9BSRhUrWDa,1
Via: @capsamuel 20123 🤝👮 Mais um compromisso do Capitão Samuel 20123 com o povo sergipano! #EuTôComCapitão #Capitao20123 #Trabalho #AlutaContinua #Eleições #DeputadoEstadual https://t.co/122WgpeQ4F https://t.co/O6I9zYHs7N,1
o cabelinho das minhas piticas :(,0
Eu amo ventos em São Paulo pois trás todo o cheirinho do rio pinheiros pra cá :)))),0
"@Cardoso ah mas o problema era o canudo né, a colher tudo bem :P",0
Hoje eu chorei na Etec :((,0
"queria muito ter uma amizade não tóxica, com uma pessoa que não me deixasse de lado e não me colocasse pra baixo :(",0
'Segundo Sol': Valentim vê Rosa e Ícaro juntos; Agenor coloca fogo no restaurante de Cacau https://t.co/B8Aywehkvr,0
@RSadalla eu tbm to de vc :(((,0
queria ta com o taehyung :( nada mais importaria meu deus como eh possivel eu so ter que estar com uma pessoa pra me sentir 100% bem,0
@RomuloTerrez q foi q eu fiz amor? :(,0
Maisopo :(,0
not to be THAT person mas tem caroço nesse angu i guess :),0
"@anpawlak1 Obrigada!! Eu sei que não é fácil se livrar de absolutamente tudo, mas eu acredito nas pouquinhas coisas que a gente faz :)",0
@saltyskinsgg India :),1
Taxas do Tesouro Direto caem após resultado no 1º turno https://t.co/C5BPdjzZ6Q,0
@juleasilv Vamo viajar comigo que vc não fica :),0
@infomoney putz :(,0
"Mercado financeiro baixa para 1,40% estimativa de crescimento do PIB em 2018 e prevê menos inflação https://t.co/spt5eUXyer #G1",1
Cada um no seu pôster :D #UmbrellaAcademy,1
"""Stone ignora eleição e atrai Buffett para IPO bilionário"" https://t.co/JCrk5fQfuk #trabalho #feedly",0
"@NunoElfuser Olha... um bom tema para programa de rádio, tá? :)",1
"queria dar uma corrida, mas não joelho não suporta ainda :(",0
"@lwtshyboy Dou minha bebé, anda aqui. Foge desse fdp :((",0
@tzuyutted nem eu :( mas tem coisas que a gente não consegue evitar né... infelizmente a política tá em todo lugar e isso é assustador se cuida,0
@mateusasilva Ô letrinha! :),0
"eu não assisto as lives da tour pq eu fico triste, eu choro em todas as apresentações pq a única coisa que eu consigo pensar é que talvez eu nunca vou ver eles, ouvir eles :(((((",0
queria um cafunézinho p conseguir voltar a dormir :((,0
"&gt;@fausto_macedo ‘Supremo não pode mudar decisão sobre 2ª instância todo mês’, diz presidente do STJ https://t.co/gnBuYW36Jt https://t.co/bDpou79IYV",1
@bforbento Aaaaa eu vi sobre o evento mas nao prestei atenção na data :(,1
próximo asd eu vou fazer b&amp;w pq combinar cores é mto chato e difícil :((,0
"@HunterPriRosen Yep, mas se não quiser ler tudo bem. Nem todas as minhas leituras são trocas :D",0
@gtaschetto Hauehuaehuaheuaehuaehae Questionar é diferente de relativizar :P,0
"@tribbianibby o mesmo serve pra vc :) Se quiser conversar, só chamar na dm",0
Parabéns pelo vídeo!!!!! #BOLSONARO2018 #FATO https://t.co/TMqf6XJBAI,2
"@xLucasFelix Aah, quando a fatura fecha o app pode ficar um pouquinho confuso mesmo nos primeiros momentos, mas logo depois já normaliza! :D",1
@10Ronaldinho Mano você me deixou triste :( eu amava seus memes. Repense seus conceitos,0
imaginem o que era os meus amigos de massamá talvez virem ver allen e eu aqui sem bilhete :)))),0
Vou dormir de novo :),0
"como que pode ser tão linda,crente e inteligente mulher dos meus sonhos mesmo — :) https://t.co/J21rZs8mvs",0
e manda me cenas de signos :) eu quero morrer,0
"Após ameaça dos EUA, Tribunal Penal Internacional diz que segue trabalhando https://t.co/GnOHxNrSrz",1
@OppatrickO E vc vai estar cmg pra passar vergonha :)))))),0
@herewegal @JusticeLeagueNw Aparentemente vai ser segunda :D https://t.co/xq2w6ybiwo,1
que vontade de esganar alguém ou matar um filho da puta a soco :),0
"@21bentas Vou tentar, não és assim tão importante :))",0
@ashyllei_ Eu vou tentar fazer isso tbm :),0
"@clarissaaa :)) eu só quis falar disso porque eu sou eleitora do Ciro e também me incomoda quando ele coloca como culpa única do petismo/lulismo como ascensão do Bolsy (ainda que eu ache mais plausível... porque o antipetismo é resposta, enfim).",0
pena que não estou cá senão também lá estava :) https://t.co/ZO9Z72BjTG,0
"- Na moral, melhor me excluir ! Porque até o segundo turno pensa no N O J O que eu vou estar :) (principalmente com o ramo gospel) OBS: eu costumo generalizar :) p a z",0
@BrbaraOl1 O que houve Babi? :(,0
@MariaInha3 me chama na dm :),0
n consigo dormir :( madruguei sem motivo n creio,0
dor de estômago essas horas :-(,0
"Corrupção na Argentina inclui juízes, políticos e jornalistas, diz repórter https://t.co/Dd4pXStWuX",1
"@BlackKhatleesi Obrigado, pela dica. :). Vou pedir meu amigos uma ajuda para divulgar também. Eu acho que o preço tá meio carinho, mas se eu abaixar eu vou ficar no prejuízo.",0
#Noticia Laudo aponta que advogada morreu por asfixia no Paraná. https://t.co/1dxoQVqkw5,1
@HoannAndrade Moço isso não é falta de respeito não? A pessoa meio que escolhe não comer e você faz isso :P,0
"@KMulullo @mandscabral Opinião é uma coisa, voto também, não estou questionando em quem vc votou, isso é seu direito, agora, falar o que não sabe, pra dar a entender que quem deveria votar no Bolsonaro é quem mora em bairro nobre, fraco demais seu argumento, afinal, vc nem tem argumentos! Obrigado :)",0
@ODAIR_SAD aaaahh :( eu ia te dar o mousse q eu fiz agora não dou mais,0
Começou o debate para Governadores do Estado de São Paulo na Rede Record. Siga o ao vivo da Folha: https://t.co/kn0fZL5orA #Eleições2018 #OVotoNaRecord2018 https://t.co/Y98x5am76e,1
@AginagaEscoria Que bonita foto familiar :-),0
eu não consegui dormir pq to com sentimento de culpa :D,0
Próximo ao centro do Méier. Muito bom :-) https://t.co/0mcfnbtCVa,1
"Auxiliar de Limpeza (Meio Período) - Santo André, SP https://t.co/YWataEGRaP #emprego #oportunidade #vaga",1
"Ações de Suu Kyi em Mianmar são 'lamentáveis', mas Nobel será mantido, diz fundação https://t.co/gqqtcbdtz9",1
#trabalho Port. 860/2018: (Inclui dispositivos na Norma Regulamentadora nº 20 (NR-20) - Segurança e Saúde...https://t.co/BB4aMoyvsJ,2
queria ler mais uma au mas ta tarde e acho que não vou conseguir terminar :(,0
"Preciso estudar, mas n consigo pq to mt chateada :(",0
Gente...😱 Em Primeira mão aqui na @hbgamesparaguay os novos IPhones disponíveis 📲📱📲📱📲 ...Para mais informações chamar o atendimento da loja pelo Instagram 😱😍🇵🇾📱 #iphone #iphonex #lancamento #novidades #novidade https://t.co/aqxglNMXmc,1
Lentidão no metrô https://t.co/m7qPdwZIeK,1
Parlamento da Suécia destitui primeiro-ministro em moção de confiança https://t.co/S7uk1X5oq0,1
"Meu casal ja ta no Brasil, já posso viajar pra ve-los akalska sim, quero viajar :(",0
eu amo essas selcas dele demais :( ele fica tão lindo de rosa eu quero gritar na rua e colar pelos postes da cidade :( https://t.co/x6jr4Z3uYZ,0
@nadavkra Meus pêsames :(,0
@shawnsready obrigado :),1
"""Walmart sem remédio"" https://t.co/G2yWrnzARW #trabalho #feedly",0
Por querer ser emprededora :(,1
será q tá mt longe? :( https://t.co/W9L46FmUHx,0
"@redsculpt eu tbm, mas não vou participar, como sempre :(",0
"Ninguém é tão feio como na identidade, bonito como no Snap, feliz como no Facebook, simpático como no Twitter e ocupado como no MSN. #fato",1
@gabrieellan inevitável :(((,0
sou sim!!!!!!!! hoje só tive a prova disso :))))) https://t.co/0rCbQrVkJT,0
"ALERTA! Novidade na área! 📢 Inaugurou a loja 55RJ, aqui no Caxias Shopping. ❤ Você encontra os produtos das melhores marcas de street wear, Adidas Originals, Vans, NBA entre outras. 👕👟🏀 Venha conferir! #55RJ #Novidade #CaxiasShopping10anos #DuquedeCaxias https://t.co/SF6pzLEc0c",1
"Estagiarios - Jaboatão dos Guararapes, PE https://t.co/ppbKQ9KgVa #emprego #oportunidade #vaga",0
Primeiras edições de Machado de Assis compõem exposição para bibliófilos na USP https://t.co/DWLCpsf7lZ https://t.co/KO3qI4CPfv,0
"Mega-Sena, concurso 2.078: ninguém acerta e prêmio vai a R$ 5 milhões https://t.co/Lbv8y56JNv #G1",1
Harvey Weinstein fica livre de uma das acusações de estupro https://t.co/pFDiE5Uqia,0
"Dólar cai e chega a R$3,85 com crescimento de Bolsonaro https://t.co/GXe5VG2d6L",1
@_marianatomaz e eu estou sem pc :)),0
"Não vamos criar um novo banco 100% digital, diz presidente do Itaú https://t.co/IvWzZHpMB4",1
Falsooo falsooooo :( :( https://t.co/p8CYQTRseN,1
Companhia aérea pinta o próprio nome errado em avião https://t.co/hRsQhkVZYa #G1 https://t.co/YBMhQtvO3i,0
Google compra energia eólica da Finlândia por 10 anos https://t.co/fFF9cnBldN,1
Essa empresa é demais! :) #IWork4Dell https://t.co/Gc9DZx44OF,0
Meu estresse tá cagando com a minha saúde :(,1
Encontrei o meu :) https://t.co/mrHPSiEW39,0
• ficaram lindas :) https://t.co/OtItO3s56S,0
minha prima veio passou o fds comigo e acabou de ir embora.. agora a casa tá tão vazia :(,0
@Helena_Patricia Sim :) para veres como esta manhã está a ser interessante -. -,1
Medo do resultado das eleições :(((,0
"@Sar_px_48 Não é música, fui eu que escrevi :))",0
"Ídolos do folk, Paul Simon e Joan Baez se despedem de carreia em Nova York https://t.co/qNiqflhMYt",1
eu: já superei instagram: tem certeza? perai da uma olhada no topo da visualização dos seus stories :),0
@harddinah eu acho que tô de novo :(,0
@Itspedrito Maior média de mortes também :),1
Candidatos rodam quase 300 mil km na campanha pela Presidência antes do 1º turno https://t.co/cKcKG1Dbgq #Eleições2018 #G1,1
pq eu sou assim? :(,0
"bolada que eu levei hoje de manhã ta doendo ainda, eu tinha acordado toda feliz :(",0
@mariarodriguesy Same! Tenho imensos sonhos desses :(,0
"Em Minas Gerais, Pacheco e Carlos Viana estão eleitos para o Senado https://t.co/raNYAoL5LE",1
Começando o meu Dia no Coração Empresarial do Rio de Janeiro! Vamos fazer dinheiro pois não cai do céu! . . . . #Job #Trabalho #Empreender em Avenida Presidente Vargas https://t.co/Eq309F958T,1
@ieuluca Mesmo sabendo que n tem a mínima chance de isso acontecer com vc :( É me indentifico,0
mano eu tomei 9 unf é nei falei nada de politica :),0
Ah se eu pudesse...:( https://t.co/XM5SoxWCN2,0
@odeiocariocas nn joga algo cmg pfv :(,0
td dia um arrependimento diferente por ir dormir tarde :(,0
"Nosso dever é seguir resistindo, mas eu queria ter a esperança de quem sonha com Haddad eleito. Eu tô mto triste e desesperançosa, e na melhor das hipóteses, ele sendo eleito o cenário ainda é desolador com todo esse povo que foi eleito aí :(",0
n sei se gostei mais de ver a maria a snifar farinha do pão ou do bj q demos no corredor da escola :))),0
"Hoje é dia de trabalhar, falar espanhol e ajudar o próximo no @celogos aberto ao público. #escola #anglo #espanhol #educacaoinfantil #bazar #trabalho #solidariedadesempre #ingles #alunos… https://t.co/9AVUCzd5Eu",1
"Bolsonaro lidera corrida eleitoral seguido por Haddad, diz pesquisa CNT https://t.co/wQimE6URzE",1
@Gazo1a @tsoalex Eitaa! Soh vi agr! Ahh nem sei como agradecer esse elogio vindo de outro artista foda! Vlw demais :D https://t.co/jWcCawFgd2,0
É #FAKE que Haddad disse logo após o 1º turno que vai fazer Lula ser presidente do Brasil. https://t.co/si2giD7VhI https://t.co/1eUtDOCBEJ,1
estoyllorandocamilaculiá♡:( https://t.co/ua5XcjGYI3,0
"Ex-governador de Goiás, Marconi Perillo se torna réu sob acusação de corrupção passiva https://t.co/YwaYmrTkii",1
@poisonzyra @LisetePSOL Ajuda a ganhar votos dos amigos daqui de Sampa! :),1
És um rapazito 5* e que tenho grande afeto.. E que vai ter uma tradução de sushi natalício comigo e de quem vou ser a sua pendura preferida :),0
"@AtilaFauzi Preciso de abraços primo, tá foda! :(",0
"Adeus, pilotos: carros de corrida também serão autônomos (via Jornal do Carro) https://t.co/fQAsyf3FYt https://t.co/LYv1WY68us",1
"mas sei, que uma do assim pungente não há de ser inutilmente, a esperança perdão elis :(",0
"@louieavengers ""SE alguma coisa acontecer"", uma possibilidade que infelizmente existe por culpa de vocês :)",0
@witchlumos oie! vou sim :) estarei na premium!,0
Programação SIPAT 2018 https://t.co/tJEy1KERUx #parana #seguranca #trabalho #transporte #onibus https://t.co/PEgqblTppm,1
só vou poder ver o gcf qnd chegar em casa pq esqueci meu fone :(,0
@qiangelical Vdd :( agr é esperar o apocalipse pq o diabo já tá aqui,0
Faltam 7 dias para a MUDANÇA no futuro do Ceará! Faça parte dessa mudança :) #nossomosfabiogalvao51213 #nossomosfabiogalvao #eusoufabiogalvao #fabiogalvao51213 #fabiogalvao #deputadoestadual #fortaleza #ceará #políticapública #açãosocial #pirambu #barradoceara #barra #obr https://t.co/xsJNgYF7An,1
"Deus me dê paciência, porque se me der forças eu corro tudo à chapada :))",0
a vontade de ir amanha ta diminuindo :(,0
"Caixa reduz juros para financiamento de imóveis de até R$ 1,5 milhão https://t.co/gIaITyCMjR",1
"PSDB enfrenta hoje mesmas dificuldades que o PT, diz Marina sobre carta de FHC https://t.co/Jyx993pbeT",1
Professor é afastado de escola estadual no Centro de SP suspeito de assediar aluna de 11 anos https://t.co/Gldlq12VcA #G1 #G1SP https://t.co/s4iIo763MT,1
Roger Waters mergulha em política e se esconde em banda cover de Pink Floyd https://t.co/8d9kEGMvIG,0
Veja o que é #FATO ou #FAKE nas entrevistas dos presidenciáveis para o Jornal Nacional e para o Jornal das Dez https://t.co/vorncgFK3Z,2
"Após facada, Bolsonaro fala em vídeo gravado por senador no hospital https://t.co/F2tb6GxiOP https://t.co/MioE5pHWyl",1
"Olá, sou o @diogoammartins_ sou super bom a tirar fotos e sou das pessoas mais engraçadas e simpáticas q vão conhecer :)",1
Indo pra faculdade pra chorar na frente das pessoas pq a fobia é maior que a coragem :D,0
MP que concede subsídio ao preço do diesel é aprovada na Câmara https://t.co/ofhM682WsT,1
"@cabraaaaaaaaaa Cara eu tbm to muito receosa, e com o medo crescendo a cada dia! As vezes a esperança parece q cresce pra caramba mas dai vc vê esses resultado e o medo real volta :(",0
@cahmontemor Não sabia que o Grant não gostava.... :(,0
"tenho que ir para a escola :( hoje tem prova de matemática e inglês, quando chegar em casa ainda terei que revisar os assuntos de ciências . . saudades de mimar o meu bebêzinho :(( mas enfim eu amo o seokie mais que a minha vida todinha. 🐻💗",0
"Você ama pôsteres? Então, confere esse designer e cineasta vencedor do Oscar, que criou peças para Alfred Hitchcock, Martin Scorsese, Stanley Kubrick e virou referência em cartazes! #curiosidade #design #poster https://t.co/UJZ2ODB3hC",1
Não é verdade que empresas farão demissões se partidos de esquerda vencerem eleições https://t.co/DwQdYaapJa https://t.co/SpdbvQwwA2,1
pq que n trouxe uma sweat :( t a morrer de frio juro,0
tô sem sono :(,0
@qbaronee seguiii :))),0
Curitiba supera São Paulo em ranking e é cidade mais inteligente do Brasil https://t.co/L4KJfFwuPC,1
o tanto de gente no centro com ELENAO :),0
&gt;@brdezoito Ciro não morde isca do PT https://t.co/XgW2fZgPrI https://t.co/q7eeWLMuIi,0
"@SOPEGUCCI obrigada :) mas vou tentar colocar algumas palavrinhas no bloco de notas, não quero deixar o dia passar em branco",0
"nada contra, mas ja to cansado de tantos rts de kpop na minha tl :(",0
aí não consigo parar d gostar da nadja :(,0
#Fato isto explica tudo https://t.co/ZYYeC2pVyh,0
queria dormir :(,0
"Analista Programador .NET Pleno - São Paulo, SP https://t.co/l3TWQLEcPW #emprego #oportunidade #vaga",1
Beefs entre ilhas? É pra isso que pago net :),0
Trump questiona credibilidade de professora que acusa juiz de ataque sexual https://t.co/fZaDGIXeOw,1
to com sdd do taeil :(,0
Primeira ‘Doctor Who’ mulher tem a melhor estreia da série em 10 anos https://t.co/31o1mM7o6E,1
"Não preciso entrar no debate eleitoral, diz presidente do BC https://t.co/Tgwr19vElC",1
Petrobras supera Ambev e é 2ª maior empresa brasileira na bolsa https://t.co/sJyGITi3Ys,1
#Vaga para Engenheiro(a) Coordenador(a) detalhes e envio de cv em: https://t.co/fY4en9XMNw #oportunidade #emprego,1
eu dormi pensando que ia acordar linda e em uma puta casona :D mas acordei parecendo um jaburu,0
"@magaverlangieri Ei Marco! Sinto muito pela sua experiência negativa :( infelizmente, às vezes as lojas não atribuem a sua compra ao Méliuz e não nos pagam por ela. Nem sempre elas informam oq interferiu no processo, mas podemos sempre tentar buscar mais informações, basta abrir uma solicitação!",0
agora vou ter de ficar na biblioteca durante 1 hora e tal :))),0
Eu to sentindo tanta dor :(,0
comprei um oculos que fala muito sobre minha identidade e combina com meu cabelo claro :) depois que eu fizer as minhas fotos acho que vou passar a zero no cabelo. https://t.co/ORjYh82RCQ,0
"Acabei de ler que o Belchior não foi eleito aqui em sp como deputado, Fiquei chateado :(",1
A Dilma bicho :( uma das pessoas mais injustiçadas da história recente,0
to com raiva tá tudo flopando a :(,0
@delia15jackie Multumesc! :),0
#Notícia AMF e Assaf ficam no empate em Santa Cruz do Sul &gt;&gt;&gt; https://t.co/7QlUMEJo5G https://t.co/vT7nioTtJ5,1
"Ninguém é tão feio como na identidade, bonito como no Orkut, feliz como no Facebook, simpático como no Twitter e ocupado como no MSN. #fato",1
VEJAM ESTE VÍDEO!!!! É MUITO IMPORTANTE!!!! TEMOS QUE ACABAR COM A AUDIÊNCIA DE CUSTÓDIA!!!!! VAMOS MUDAR ESTE BRASIL!!!!! #BOLSONARO2018 #FATO https://t.co/uzF73lesTb,1
"@thaissamara04 @Privacidades Kkk ai, triste verdade né :(",0
@isastringelli o importante é ser feliz e saudável :),0
Suspeito de comandar milícia no Rio corria na esteira quando foi preso https://t.co/YaHod74HJz #G1 #G1Rio,1
@TheEnemyBR Chegando no Cod eu já estou suave :D,1
Austrália pode eliminar incidência de câncer de colo de útero até 2028 com vacinação https://t.co/8yMMM0DQHc #G1,1
Cristiano Ronaldo e Messi faltam à cerimônia do Fifa ‘The Best’ 2018 https://t.co/vBwmwgax1q,1
Como você desenharia a felicidade? — eu não sei desenhar :( https://t.co/hpOlXOBilJ,0
"""Agora já é possível alugar patinetes elétricos no Brasil por R$ 1"" https://t.co/r84rprKCIf #trabalho #feedly",1
"Nao disse nada de mais, foi so uma opiniao oposta a sua, se nao sabe lidar com diferencas de opinioes, talvez o problema seja v... — nao quero ter bolsominions no meu site n posso faze nada se isso te incomoda :) https://t.co/QgFygl8U7y",0
Ciro Gomes: candidato do PDT alimenta esperança pela ‘terceira via’ https://t.co/u5KVEOk4BD,0
"Representante Comercial - Rio de Janeiro, RJ https://t.co/ZtBCFmuYVn #emprego #oportunidade #vaga",1
"Governo de Bolsonaro pode ser pinochetismo via urnas, diz historiador italiano https://t.co/au0EExLaUC",1
"@baudelairegomwz aaah :(( se você souber de alguém pra comprar, me avisa pelo amor de deus",0
Os danos da insegurança jurídica para o Brasil https://t.co/AWjLal80K1,0
E quando você fica praticamente 2 dias fazendo #relatório. PQP. A parte chata do meu maravilhoso #trabalho kkkk,0
"Redator(a) de Conteúdo Web / Copywriter - Florianópolis, SC https://t.co/6pGp7mYT1G #emprego #oportunidade #vaga",1
"&gt;@EstadaoCultura Um ano após as acusações de agressão sexual contra Harvey, Hollywood dá sinais de mudanças https://t.co/s8xtPB07yv",1
Quero ir pra magic shop de bts :( to precisando,0
Uma semana hoje que terminei IT e não li mais nada. Queria morar naquele livro. :( Saudade! #RessacaLiterária,0
no final quem se deu bem foi o rafael ilha: se livrou da roça e conseguiu acabar com a amizade das meninas :( #RoçaAFazenda,0
@ramos_leandro responda meu caro :),0
"To me sentindo menos estragado do que o normal, e isso me deixa um tanto quanto feliz Elogios ja n me faziam efeito a um tempo :D",0
Mais uma eleição sendo acusado de petismo e sem ganhar dinheiro do PT :( E esse ano sem nem votar no PT. Dureza,0
"@taeverses @BTS_twt SIMPLESMENTE O AMOR DA MINHA VIDA TODINHA :((( 💚💚💚 obrigada por me marcar anjo, eu agradeço muito muito muito de verdade",0
Bom dia parabéns pra mim 👏 :),1
Veja o que é #FATO ou #FAKE nas falas dos candidatos ao governo de SP no debate da RedeTV https://t.co/Il04P3lyhR #fato,2
@AccountYK 1 mes para meu niver :P lol,0
Uma mulher cheirosa depois de um belo banho pra iniciar a semana não deveria ter que arrumar o quarto :(,0
Jean-Pierre Bemba não vai poder concorrer para a Presidência da RDC https://t.co/WGQ4wOnQDa #notícia https://t.co/7lCtzo3qB5,0
#Noticia Caminhoneiros descartam nova paralisação no Rio Grande do Norte. https://t.co/uAFb0vOW75,1
meu vizinho é muito maconheiro e só fuma coisa boa cheirinho 10/10 queria ser amiga dele :(,0
"@Baarbaracr vou encomendar um bom número, sou adm de uma página grande do Ciro. Eu te aviso :)",1
Smoky Stories da Bourjois é um quarteto de sombras que permite criar um olhar smoky com a intensidade que desejar. https://t.co/gSplZbsj0S #lojaglamourosa #bourjois #smokystories #maquilhagem #makeup #sombras #eyeshadows #novidade #new https://t.co/8PO53eVd6d,0
"[30/9 21:47] Mãe: Não, tu deve ter discutido com ela [30/9 21:48] Mãe: Você é maravilhosa mas as vezes é teimosinha :(((",0
"Aluno(a) de Engenharia e Administração com formação prevista entre dezembro de 2019 e dezembro de 2020, aproveite essa #oportunidade: inscreva-se no Programa de Estágio @ScaniaGroup 2019! https://t.co/0Ts1AUmU5d #estagio #Scania #Engenharia #Administracao #vaiMaua https://t.co/nPMngpZJ2L",1
Haddad visita Lula na sede da PF e faz ato de campanha nas ruas de Curitiba https://t.co/Fn2G9Hlff5 #G1,1
"@pilotsvoices aqui ta a mesma situação, forças pra nós :(",0
meu bem mais precioso :((((((( https://t.co/9H5Sm2iSlj,0
"💡NOTÍCIA💡 O serviço está sendo executado por uma equipe de 20 trabalhadores da Seminf, a estimativa é de a obra que seja concluída em até 90 dias. #noticia #alvorada #manaus #tipomanaus https://t.co/ly80XzHK2I",1
A gente é outra pessoa com a unha feita! O dia até fica maos bonito #SalãodaLia #NovoHamburgo #QuartaFeira #trabalho #euemprimeirolugar https://t.co/YrkGNoNzhu,1
@raeelLima @wrongirIs não vamoooos :(((,1
&gt;@brdezoito Vera Magalhães: Chacoalhão partidário no Brasil https://t.co/G0Y5Ifppt9 https://t.co/KC2wgbJQor,0
"G1 e CBN entrevistam Alvaro Dias, presidenciável do Podemos; ASSISTA: https://t.co/qQWQIbcTPJ https://t.co/oWloV1S54z",1
"Pessoal, eu acho que a live vai ser de noite ok? Tenho muita coisa pra fazer hoje :)",0
@martins_ana se assim fosses só receberias naturezas mortas ou cactos... :p,0
"Relator de ação contra Renan, Fachin vota por absolvê-lo por falta de provas https://t.co/8w3lBhw9P2",1
Um salve pro cosplay incrível de Kolin passando na sua timeline :D https://t.co/hnmVw0baJG,0
"Só digo uma coisa... #HaddadPresidente silenciou a Globo. #fato Tentaram enquadrá-lo, mas não deu certo. #HaddadNaGloboNews",0
@anavitmonkeys aaaaaa queria :(((,0
achei q fosse tirar um A em física :(,0
Poxa... Seria tão bom vcs voltando a se falar 😕 Imagina a AU de volta... E a amzd de vcs era linda! — eu amava muito aquela AU :( sinto falta https://t.co/6fOFCdUdpA,0
"@marceloard @cirogomes Ahahahaha OSSO! PT cagou geral, culpa deles o crescimento dessas idéia :(",0
@felipe__85 uhum :(,0
"parabéns mxxxxx vai me fazer perder o ônibus nao acredito q vc ta fazendo isso cmg, logo eu q tanto te ajudei :(",0
Eleitores americanos vão decidir se acabam com bordéis legais centenários https://t.co/kx07dZNpRR #G1 https://t.co/qMaJ5Xm8MA,0
Tô quase desapegando da Gabi por conta das caprichos e desse casal forçado :( eu não gostava dela e aprendi a gostar — pior que é um dos motivos p me desanimar c ela https://t.co/hcVRHQ98XR,0
"@kimocchim obrigada, vc é um anjo :( tô aqui por ti também, posso não ajudar mas se precisar desabafar pode contar comigo❣️",0
#FelizDiaDasCriancas Tô vendo todo mundo dizer q n ganha mais presente e eu ainda ganho :) eu sou bem novinha Minha infância em quatro fotos https://t.co/tTF72WhkBQ,0
@yaudahsihhhh @rlthingy2 Lantei ubinq :),0
Projeto retrata alimentação de crianças em diferentes países e compara hábitos https://t.co/lvY4oCIm5P https://t.co/iuLJIWZFTc,1
"@Mikazinhaaa nem ligo pra politica :v, mesmo o Brasil fudido eu vou estar um passo a frente :D, num sou BR msm então fds asashuashuas, só gosto de ver essa politica no Brasil, é mais pelas treta e pessoas que não sabem argumentar :D",1
Gasto do Tribunal de Justiça de São Paulo é 30% menor que média https://t.co/waCCl7oam4,1
@OohCaro_ ASCO :),0
"Pressionado por aliados, Alckmin vai elevar tom de críticas a Bolsonaro https://t.co/3RVjYkuT4p",1
@luizacostax ihhh já pode ser presa :p,1
@quasemarcio Mó bom te ver lá! :D,1
tinha jabuticaba em casa mas não deu tempo de comer :(,0
Andreia Andre confirmas ou negas? :D https://t.co/lhR5YHp50z,1
eu amo tanto o meu amor :( https://t.co/PNfTGlNoTH,0
@wividasorte Eita :( https://t.co/Q4lA4MIcGz,0
bom dia :(,1
eu só queria proteger :(((( #FicaNadja https://t.co/JpOxm3VD2w,0
Maduro garante que não cortará envio de energia a Roraima https://t.co/QIppwBpcQd,1
Homem é preso sob suspeita de esfaquear Bolsonaro em MG https://t.co/xagYK7Hdzs,1
pior que eu queria ir pro Campus 3 comer um bolinho e pagar o bolinho da Carla :(,0
cirinho pq n fostes pro segundo turno meu benzinho :(,0
itiiiii malia tem só 2 aninhos :(( https://t.co/0SIToB4udk,0
@Saraiva Okay muito obrigada! :D,0
tô com uma sensação ruim :(,0
PSDB quer usar pesquisa para reforçar voto útil em Alckmin https://t.co/LQ55KU4Idb,1
4 minutos p vouguinha e eu a sair agr de casa :),0
sorry po ma'am :(,0
façam suas escolhas haddad se eleito vai levar golpe do próprio partido eu tenho certeza bolsonaro se eleito vai levar golpe do vice ciro se eleito vai governar bem e colocar juízo na cabeça da katia abreu que ao longo da campanha já se mostrou muito mais tolerante :),0
Bom dia Paraíba! Fiquem ligados que o Tambaú Agora já está no ar 😃 https://t.co/7cdIkYK7Hf #noticia #jornal #informacao #joaopessoa #paraiba https://t.co/ZUIEyjmVr4,1
"@FranOt7 espero, pq probabilidade tem, obgda anjo :)) &lt;3",0
@starkstrange_ aaaaaaa &lt;3 eu uso os efeitos do aplicativo snow :),1
#NOVIDADE! Juliana Valiati promove single inédito. A cantora também viaja pelo país cantando o repertório próprio e hits do sertanejo. Ouça já: https://t.co/jHGg2cDYbc 🎙🎵 https://t.co/RJgh3vKo8O,1
@MiguelFrancus @goncalodmartins Ui... há vídeo disso? :),1
Ibope: candidatos à presidente não reduzem rejeição na reta final https://t.co/rnq8f9BOcb,1
@BTS_twt vc é meu mundinho :(,0
"@Reenlsober Ah sim, lateral sim! :) (e ficou ótimo). Mas é que eu cortei em cima mesmo! rs",0
to com fome mas :D,0
Que lindoo :(,0
Tá flertando com a pessoa errada :( — Ah eu sempre to flertando com as pessoas erradas https://t.co/owYMKaAIvd,0
"@MotorolaBR meu Moto G5 foi atualizado para o Android 8.1 Oreo, valeu :D",1
Nasa completa 60 anos com planos de voltar à Lua https://t.co/g6LK8aRRms #G1 https://t.co/u2hairUJsG,1
Eu e a chica chegamos a casa dela e a porta está aberta :) que bom. We survived tho,1
@josemoreira07 @adrianaaaaa06 hmmmm Duvidar ze? Isto são tudo códigos para dizer que vamos te fazer uma supresa :),0
"Tu nao tem vergonha na casa mesmo ne — na casa n, e na cara tbm n :) https://t.co/E9BgaEZpN5",0
"eu sonhei que tinham dado um tiro na boca da Kylie, imagina como eu não acordei mal :(",0
